d,price_usd,usdt,usdc,dai,busd,pax,gusd,stablecoins
2018-04-17,7887.7379579194,60066616.03,,,,,,
2018-04-18,8162.8348617767,60071701.24,,,,,,
2018-04-19,8272.9673158971,60032237.69,,,,,,
2018-04-20,8839.5011320865,60167781.95,,,,,,
2018-04-21,8863.5408290473,60154446.07,,,,,,
2018-04-22,8800.9590870836,60162966.67,,,,,,
2018-04-23,8930.7846335476,60105533.49,,,,,,
2018-04-24,9652.2137887201,60170018.88,,,,,,
2018-04-25,8855.5089365868,60108265.57,,,,,,
2018-04-26,9264.7274269433,60086303.64,,,,,,
2018-04-27,8981.3307901812,60044841.83,,,,,,
2018-04-28,9341.8246846873,60034678.05,,,,,,
2018-04-29,9396.9976297487,59983105.37,,,,,,
2018-04-30,9228.7264836353,60086216.66,,,,,,
2018-05-01,9072.1687574518,60031473.35,,,,,,
2018-05-02,9204.1276405611,59931920.0,,,,,,
2018-05-03,9750.7001464056,59782540.35,,,,,,
2018-05-04,9696.6429099942,59899597.6,,,,,,
2018-05-05,9795.9257720631,59635550.79,,,,,,
2018-05-06,9595.0868194039,59494966.01,,,,,,
2018-05-07,9339.5108471654,59997073.05,,,,,,
2018-05-08,9212.3696347165,59975107.55,,,,,,
2018-05-09,9293.0422735243,60010891.62,,,,,,
2018-05-10,9037.530509059,60162395.48,,,,,,
2018-05-11,8419.7585873758,60150626.39,,,,,,
2018-05-12,8485.775266803,60185877.26,,,,,,
2018-05-13,8695.8330938048,60137487.32,,,,,,
2018-05-14,8671.0741747516,60093427.83,,,,,,
2018-05-15,8488.463421391,60169907.35,,,,,,
2018-05-16,8327.7562013442,60195293.89,,,,,,
2018-05-17,8050.5162393337,60168231.68,,,,,,
2018-05-18,8233.0864552893,60140680.35,,,,,,
2018-05-19,8229.4829357101,60037572.88,,,,,,
2018-05-20,8511.4488302163,59997796.36,,,,,,
2018-05-21,8398.6231265342,60073249.95,,,,,,
2018-05-22,8007.526532145,60071502.34,,,,,,
2018-05-23,7520.867679135,60135732.95,,,,,,
2018-05-24,7575.6244859731,60146285.5,,,,,,
2018-05-25,7425.3756744594,60078086.81,,,,,,
2018-05-26,7326.3031864407,60003882.93,,,,,,
2018-05-27,7338.1930444185,60049960.06,,,,,,
2018-05-28,7110.8238816482,60122430.07,,,,,,
2018-05-29,7453.6337250146,60075213.0,,,,,,
2018-05-30,7374.6690490941,59997900.69,,,,,,
2018-05-31,7478.7418670368,60005239.32,,,,,,
2018-06-01,7519.8357372881,60018921.0,,,,,,
2018-06-02,7637.4482530684,60078782.63,,,,,,
2018-06-03,7702.1579330801,60111072.58,,,,,,
2018-06-04,7486.6531995909,60087449.68,,,,,,
2018-06-05,7611.1498527177,59989849.59,,,,,,
2018-06-06,7650.7758071303,60040631.59,,,,,,
2018-06-07,7665.9478962595,60037557.21,,,,,,
2018-06-08,7622.6023302163,60107004.26,,,,,,
2018-06-09,7556.1716978375,60076318.57,,,,,,
2018-06-10,6744.7358009936,60223731.04,,,,,,
2018-06-11,6849.4526873174,60099280.64,,,,,,
2018-06-12,6526.6996800117,60214552.1,,,,,,
2018-06-13,6306.5131680304,60146885.31,,,,,,
2018-06-14,6629.7701241964,60186059.7,,,,,,
2018-06-15,6399.6740464641,60100718.39,,,,,,
2018-06-16,6495.3153091759,60125579.45,,,,,,
2018-06-17,6450.6939728229,60052061.61,,,,,,
2018-06-18,6703.8125897136,60077773.44,,,,,,
2018-06-19,6732.5088091759,60128545.33,,,,,,
2018-06-20,6753.2068258329,60072759.94,,,,,,
2018-06-21,6720.3732343659,60057709.34,,,,,,
2018-06-22,6059.5758591467,60190737.9,,,,,,
2018-06-23,6174.2257793688,60298698.06,,,,,,
2018-06-24,6146.4871949153,60196496.49,,,,,,
2018-06-25,6243.5354409702,60084366.05,,,,,,
2018-06-26,6096.1287662186,60055377.12,,,,,,
2018-06-27,6139.1896832262,60146142.16,,,,,,
2018-06-28,5858.6357781999,60056921.33,,,,,,
2018-06-29,6220.9137150789,60122080.21,,,,,,
2018-06-30,6375.5412314436,59950164.09,,,,,,
2018-07-01,6361.4025388662,59956428.18,,,,,,
2018-07-02,6608.367157218,60158726.69,,,,,,
2018-07-03,6498.3078591467,60117526.79,,,,,,
2018-07-04,6579.3333763881,60072388.87,,,,,,
2018-07-05,6535.2984026885,60006648.68,,,,,,
2018-07-06,6598.4590958504,60042349.92,,,,,,
2018-07-07,6737.8560803624,60049684.86,,,,,,
2018-07-08,6704.9199801286,60015923.68,,,,,,
2018-07-09,6664.0240935126,60123102.8,,,,,,
2018-07-10,6309.0840040912,60158261.06,,,,,,
2018-07-11,6377.9765113968,60364480.56,,,,,,
2018-07-12,6159.4666762127,60127512.23,,,,,,
2018-07-13,6208.9855718878,60140484.0,,,,,,
2018-07-14,6255.1124786674,60146971.36,,,,,,
2018-07-15,6347.6042738165,60069453.25,,,,,,
2018-07-16,6710.8074374635,60056760.51,,,,,,
2018-07-17,7320.5948278784,60114002.51,,,,,,
2018-07-18,7376.0383392753,60077788.54,,,,,,
2018-07-19,7467.0342980713,60073853.41,,,,,,
2018-07-20,7327.256682934,60025387.32,,,,,,
2018-07-21,7410.5656203974,60167014.34,,,,,,
2018-07-22,7399.4837469316,60055086.69,,,,,,
2018-07-23,7716.1586274109,60026344.24,,,,,,
2018-07-24,8397.6165216248,60076213.05,,,,,,
2018-07-25,8202.7203953828,60038646.34,,,,,,
2018-07-26,7913.9307781999,60050476.93,,,,,,
2018-07-27,8173.7746113384,60075234.84,,,,,,
2018-07-28,8190.360056692,60120418.59,,,,,,
2018-07-29,8229.6058386908,60079204.85,,,,,,
2018-07-30,8171.839519287,60071626.51,,,,,,
2018-07-31,7725.1330359439,60134904.07,,,,,,
2018-08-01,7596.6980119813,60061615.45,,,,,,
2018-08-02,7542.6946618936,60095540.99,,,,,,
2018-08-03,7411.3442501461,60109282.87,,,,,,
2018-08-04,7002.2086528346,60102737.49,,,,,,
2018-08-05,7031.5877510228,60105713.24,,,,,,
2018-08-06,6929.9908942139,60093994.63,,,,,,
2018-08-07,6722.5784327878,60106641.52,,,,,,
2018-08-08,6267.3886735827,60145221.48,,,,,,
2018-08-09,6558.0969079486,60215078.38,,,,,,
2018-08-10,6135.7518585622,60036812.59,,,,,,
2018-08-11,6313.749311806,60269849.9,,,,,,
2018-08-12,6314.6916557569,60142607.29,,,,,,
2018-08-13,6265.848043834,60141109.49,,,,,,
2018-08-14,6184.8290856224,60301682.82,,,,,,
2018-08-15,6270.2147986558,60164361.12,,,,,,
2018-08-16,6290.7504552893,60141723.65,,,,,,
2018-08-17,6563.0782887201,60164731.12,,,,,,
2018-08-18,6399.2874468147,60366704.97,,,,,,
2018-08-19,6490.7161271187,60181303.12,,,,,,
2018-08-20,6272.9527288136,60074368.63,,,,,,
2018-08-21,6473.0760394506,60134051.57,,,,,,
2018-08-22,6365.0098316774,60097728.88,,,,,,
2018-08-23,6516.4090254237,60061745.8,,,,,,
2018-08-24,6697.7318787259,60190027.97,,,,,,
2018-08-25,6745.4389392168,60147129.13,,,,,,
2018-08-26,6689.8693331385,60085860.87,,,,,,
2018-08-27,6839.158952367,60114017.13,,,,,,
2018-08-28,7092.9738082992,60105781.7,,,,,,
2018-08-29,7033.4280680888,60132475.12,,,,,,
2018-08-30,6966.9637437171,60154203.87,,,,,,
2018-08-31,7025.1407802455,60122136.6,,,,,,
2018-09-01,7192.3525473407,59974923.64,,,,,,
2018-09-02,7286.6677910579,60045563.39,,,,,,
2018-09-03,7257.47021391,60025655.02,,,,,,
2018-09-04,7358.8114789597,60079944.65,,,,,,
2018-09-05,6790.8973284629,59876258.74,,,,,,
2018-09-06,6488.075936879,59950621.71,,,,,,
2018-09-07,6408.653622443,60084711.48,,,,,,
2018-09-08,6187.7905023378,60094361.76,,,,,,
2018-09-09,6249.2463103448,60072498.59,,,,,,
2018-09-10,6295.3886025716,59990311.61,,,,,,
2018-09-11,6278.4246396844,60064453.22,,,,,,
2018-09-12,6327.5363632379,60000232.69,,,,,,
2018-09-13,6490.9123164816,60154516.13,,,,,,
2018-09-14,6494.6954789597,60162408.47,,,,,,
2018-09-15,6524.1656674459,60119618.51,,,,,,
2018-09-16,6497.4047013442,60078665.0,,,,,280231.14,
2018-09-17,6258.5948749269,60038407.27,,,,,439624.42,
2018-09-18,6340.3477901812,60065948.58,,,,,309191.24,
2018-09-19,6383.9518758036,60096015.15,,,,,327592.75,
2018-09-20,6498.6071110462,60118494.77,,,,,377625.35,
2018-09-21,6741.1428988895,60021172.19,,,,,388250.85,
2018-09-22,6705.4760511397,60030865.46,,,,,390669.82,
2018-09-23,6703.1368495032,60061502.6,,,,,390088.59,
2018-09-24,6576.5450032145,60066951.0,,,,,379352.66,
2018-09-25,6416.4440216248,60049502.06,,,,,685451.75,
2018-09-26,6463.2504035652,60017473.74,,,,,2345821.46,
2018-09-27,6677.9004886032,60019707.9,,,,,3398149.9,
2018-09-28,6623.126159848,59833635.66,7510201.01,,,,3739624.76,
2018-09-29,6584.4991475745,59932563.62,7507963.0,,,,3596346.02,
2018-09-30,6604.485028346,59923765.95,7505831.78,,,,3630655.32,
2018-10-01,6561.8138322618,59801075.97,7503846.01,,,,2406579.08,
2018-10-02,6508.7209386324,59756187.59,7526909.63,,,,2563860.56,
2018-10-03,6464.4568436587,59625094.92,9515645.1,,,,1088842.06,
2018-10-04,6545.2856677382,59717274.91,9531456.71,,,,1133984.44,
2018-10-05,6585.1495797779,59685584.74,12758351.29,,,,1227122.1,
2018-10-06,6550.4783158971,59714364.22,12756080.43,,,,967070.62,
2018-10-07,6564.5682600818,59726327.51,12752982.16,,,,709907.52,
2018-10-08,6604.6852741087,59497747.34,12734312.98,,,,714208.99,
2018-10-09,6590.4286221508,59502163.31,13163535.35,,,,646502.63,
2018-10-10,6529.1024360023,59224022.77,13146624.79,,,,527851.54,
2018-10-11,6159.2516426067,59129941.79,13590434.33,,,,463952.82,
2018-10-12,6191.6772232613,59082904.83,13627997.68,,,,766066.96,
2018-10-13,6197.6856963764,58761588.71,13558971.66,,,,997066.45,
2018-10-14,6182.8793442431,58492173.0,13590142.28,,,,729554.92,
2018-10-15,6442.7154140853,57392632.35,33575525.8,,,,1285641.11,
2018-10-16,6461.9371592636,57444075.15,33553120.79,,,,1408304.6,
2018-10-17,6442.7307001753,57440179.08,33598007.55,,,,3857799.79,
2018-10-18,6396.4798120982,57975804.75,33611738.42,,,,3931906.14,
2018-10-19,6383.077840152,58670497.98,33523451.74,,,,5404915.39,
2018-10-20,6408.2527463472,58506315.16,33519144.27,,,,7360312.0,
2018-10-21,6415.3405029223,58533263.6,33597218.4,,,,7328070.53,
2018-10-22,6408.0336355932,58488401.24,43967034.35,,,,7777257.39,
2018-10-23,6395.9876668615,58679632.42,89996203.49,,,,9159451.5,
2018-10-24,6413.8036411455,58708087.69,127890448.37,,,,11557231.06,
2018-10-25,6402.3248591467,58804489.28,127772676.41,,,,12969092.24,
2018-10-26,6404.1085523086,58850734.07,127892824.17,,,,13095117.4,
2018-10-27,6409.4053275862,59381465.12,127610927.48,,,,13197963.28,
2018-10-28,6406.6332530684,59388253.3,127563477.15,,,,13419843.82,
2018-10-29,6263.0417346581,59317403.08,127488545.01,,,,13568914.1,
2018-10-30,6272.1677282291,59623977.18,127365718.41,,,,12463421.85,
2018-10-31,6306.3169313267,59543954.53,127224027.56,,,,10382937.55,
2018-11-01,6342.9775005845,59533117.96,127298714.2,,,,12466502.54,
2018-11-02,6348.1685827002,59334729.41,132339102.84,,,,10617650.12,
2018-11-03,6332.4341329632,59587252.18,132404025.4,,,,11480936.88,
2018-11-04,6420.4220002922,59555242.47,132206558.95,,,,10780567.26,
2018-11-05,6402.9468389831,59523995.2,134572502.62,,,,12632053.03,
2018-11-06,6441.1452188779,59554014.05,134211633.17,,,,11713931.65,
2018-11-07,6500.8698050848,59491009.79,134275437.24,,,,10610762.13,
2018-11-08,6406.7529374635,59416176.75,134002306.34,,,,8964094.34,
2018-11-09,6331.3787670953,59284028.22,134042475.45,,,,8909105.92,
2018-11-10,6353.1127340736,59368564.17,134137871.55,,,,8730552.5,
2018-11-11,6335.4142039743,59304701.37,134076373.15,,,,8194135.58,
2018-11-12,6320.6560537697,58898914.86,134043303.28,,,,10241587.3,
2018-11-13,6267.9379912332,58222140.34,138998326.53,,,,10734467.3,
2018-11-14,5574.2583489188,57124087.23,142641806.05,,,,15516686.08,
2018-11-15,5538.5606078317,58303215.29,143834181.59,,,,17404092.97,
2018-11-16,5496.0162311514,58645353.99,143145634.56,,,,25187001.69,
2018-11-17,5501.0923404442,58837025.79,143131255.53,,,,25551549.85,
2018-11-18,5555.3763383986,59204528.66,143171852.85,,,,25539666.74,
2018-11-19,4792.2000236704,58027244.01,143316796.0,,,,23298084.16,
2018-11-20,4317.530670076,57538613.08,156862904.14,,,,25785196.43,
2018-11-21,4549.3220099357,58506604.18,163473994.34,,,,27953722.71,
2018-11-22,4303.6155485096,58380815.17,163604158.51,,,,29180372.86,
2018-11-23,4289.8928533022,58316519.92,166202671.29,,,,30097616.16,
2018-11-24,3806.3169248977,57950730.91,166912907.94,,,,28955338.85,
2018-11-25,3946.8508743425,57895640.64,166348596.17,,,,28692275.9,
2018-11-26,3700.2859926943,57929259.81,167316527.46,,,,29936723.7,
2018-11-27,3776.5559053185,58470191.7,172074135.79,,,,31169537.71,
2018-11-28,4208.4752691409,59455344.21,177268561.28,,,,35036912.15,
2018-11-29,4239.0394883109,59344528.18,177566362.31,,,,42079289.42,
2018-11-30,3973.3340523086,59052896.36,177237769.2,,,164521491.62,45338332.12,
2018-12-01,4148.0737255991,59426212.61,177113809.35,,,166575541.87,44902021.1,
2018-12-02,4098.7467638808,59209840.22,177230240.91,,,166306211.63,44993516.69,
2018-12-03,3843.9766659848,59195211.59,176983384.34,,,183930481.05,51972137.72,
2018-12-04,3892.9516469901,59366287.22,177198192.79,,,174310308.34,59366318.78,
2018-12-05,3709.52085827,58936922.69,178687120.12,,,161046406.71,64451438.5,
2018-12-06,3511.9689815897,58923302.42,181746352.9,,,166499101.42,73048033.43,
2018-12-07,3372.9956925774,59745317.4,185997181.75,,,170344052.72,81959013.48,
2018-12-08,3407.951194623,59852985.27,185785982.87,,,174070546.16,82789669.5,
2018-12-09,3540.439575979,59795431.06,185628912.54,,,174145350.14,82525817.87,
2018-12-10,3413.5925841613,59640428.13,191312856.43,,,170257230.42,86916506.02,
2018-12-11,3352.5642001753,59568918.0,190817019.31,,,164228843.15,85667815.58,
2018-12-12,3423.0129178843,59793089.73,200854988.99,,,158780033.48,87170378.88,
2018-12-13,3260.341582408,59384316.11,200811277.43,,,154928422.68,89154954.2,
2018-12-14,3198.9474736996,59492865.87,202929198.33,,,153634937.16,85946524.18,
2018-12-15,3185.074043834,59488101.41,202890966.41,,,153547215.57,87173017.23,
2018-12-16,3195.4145552309,59410186.29,202867728.36,,,153441204.37,88809803.45,
2018-12-17,3499.1564818819,59999091.54,212711002.13,,,151449186.25,87993586.54,
2018-12-18,3659.5273793104,60268159.22,215401463.37,,,149894794.59,91257023.12,
2018-12-19,3697.7253033314,60380039.32,223876619.61,,,148888907.21,98029849.56,
2018-12-20,4067.7377077732,60509674.64,226679734.09,,,149188100.31,93441098.73,
2018-12-21,3839.0851084161,60154148.85,228977602.53,,,156138722.98,89417458.79,
2018-12-22,3964.9461163063,60611495.65,228895599.65,,,156082948.7,92586267.66,
2018-12-23,3942.6669959088,60352870.72,228586252.05,,,155696683.04,93814365.08,
2018-12-24,4040.0457895967,60445121.54,228423988.07,,,155303899.22,93350094.78,
2018-12-25,3761.5840108124,60760822.67,228653844.21,,,155485322.73,91291196.61,
2018-12-26,3807.6574535359,60581656.95,230968158.72,,,152902762.42,90693143.69,
2018-12-27,3585.4605359439,60492303.97,238163485.91,,,149431892.7,91917800.31,
2018-12-28,3881.0548848627,60775542.94,242196396.17,,,144935807.32,93249043.18,
2018-12-29,3823.1383261251,60668541.94,247228820.39,,,145142653.14,92329192.96,
2018-12-30,3825.4074628872,60533428.73,249678430.65,,,145039339.15,93223099.92,
2018-12-31,3687.1999400935,59984040.58,250773897.93,,,141653163.53,91342143.34,
2019-01-01,3808.1178316774,60322391.92,262721578.25,,,142010613.74,92401910.69,
2019-01-02,3898.1974880187,60620074.1,287709655.44,,,130962493.82,93499325.92,
2019-01-03,3784.3886347165,60419410.03,287371925.22,,,132100550.9,90350528.38,
2019-01-04,3827.5245943893,60547522.4,291795356.99,,,131164167.08,90972840.64,
2019-01-05,3798.6139549971,60504723.35,291266506.0,,,132250635.36,90933487.8,
2019-01-06,4045.9937749854,60819052.53,302939746.8,,,132333854.4,90765721.63,
2019-01-07,4001.0182781999,60508160.33,315272404.23,,,130517204.09,86453939.91,
2019-01-08,3992.6227893045,60549348.31,325209747.55,,,131594054.5,85399576.61,
2019-01-09,4004.2590356517,60576806.36,343134814.97,,,131815987.51,91360043.27,
2019-01-10,3627.9034500292,60761133.47,356009601.19,,,131211433.91,87998013.54,
2019-01-11,3624.1614210988,60646670.84,359870741.22,,,132648140.0,87603798.43,
2019-01-12,3617.0220783168,60633875.91,361341816.24,,,132891447.56,86922786.43,
2019-01-13,3508.6701081239,60721209.91,369090444.56,,,133027629.32,82561325.37,
2019-01-14,3666.9451937464,60652448.02,361138165.62,,,137026585.55,87820571.8,
2019-01-15,3581.293015488,60594892.67,357280725.66,,,139128347.38,86798817.64,
2019-01-16,3606.9865756867,60380081.24,353102154.48,,,133529473.61,86232077.08,
2019-01-17,3640.1291306254,60441873.63,364390794.16,,,137469541.6,87940117.62,
2019-01-18,3609.4267361192,60239202.05,348054487.72,,,135773059.32,92160415.74,
2019-01-19,3687.3019611338,60401339.78,348334490.3,,,140668256.57,92677856.54,
2019-01-20,3538.313722969,60070939.12,348079094.3,,,140426576.99,92426418.66,
2019-01-21,3535.623393045,60157891.08,348214729.62,,,139446698.11,91208542.1,
2019-01-22,3577.3083497954,60108630.77,346179382.49,,,137595196.05,92775196.2,
2019-01-23,3551.8938211572,60095773.55,349711961.0,,,135696072.07,92723897.61,
2019-01-24,3567.5889336645,60073416.46,340333439.46,,,139260309.64,92414607.94,
2019-01-25,3561.3504979544,59941686.5,342550656.37,,,135999282.1,92449569.84,
2019-01-26,3557.0399152542,59884706.29,334997598.11,,,135058166.99,95393458.19,
2019-01-27,3537.6141306254,59708975.08,341300202.76,,,134610414.67,95503528.23,
2019-01-28,3435.0525140269,59994253.38,333879659.36,,,133496158.09,93342027.32,
2019-01-29,3395.8237632963,59800056.46,323486924.94,,,130854192.08,90982785.4,
2019-01-30,3437.8958661601,59647743.07,323479845.06,,,128995519.42,90331150.91,
2019-01-31,3410.131616014,59695985.15,307809220.71,,,127679886.03,89333125.85,
2019-02-01,3445.0498912916,59590869.7,308314216.24,,,124017533.35,89031251.81,
2019-02-02,3461.9351174752,59546975.8,308438025.08,,,122818728.26,89081581.31,
2019-02-03,3413.0216163063,59295666.08,308096856.88,,,122388423.61,89093144.12,
2019-02-04,3411.3879617183,59161523.46,302181514.03,,,121734885.27,87353164.91,
2019-02-05,3426.4650113968,59383537.12,295465660.29,,,121281697.19,86965177.88,
2019-02-06,3367.5063649912,59360519.7,292469822.93,,,120590974.2,86471136.95,
2019-02-07,3358.8735990649,59407056.2,287252816.09,,,122061167.39,83258792.09,
2019-02-08,3612.4796192285,59430696.64,287535741.63,,,121486683.62,84542303.14,
2019-02-09,3621.2681209819,59391549.58,287765087.81,,,121001387.54,84401799.05,
2019-02-10,3642.0223591467,59562944.95,287687516.01,,,120520756.07,84032858.68,
2019-02-11,3590.6184836353,59390676.14,258404951.54,,,119107563.17,85474601.67,
2019-02-12,3587.9024658095,59330537.45,258416730.08,,,117904589.89,82114810.77,
2019-02-13,3576.0853725891,59429691.15,257237656.44,,,116417569.62,81435305.94,
2019-02-14,3561.9163834015,59526283.5,247760703.65,,,116270877.15,80630070.69,
2019-02-15,3565.0069237288,59501808.56,248145822.98,,,114867007.66,78572956.18,
2019-02-16,3584.73600263,59495630.26,245118942.97,,,114562427.01,78579067.7,
2019-02-17,3622.7574289889,59383341.87,244699772.81,,,113911721.97,78318267.98,
2019-02-18,3866.1292171245,59619408.39,244579319.88,,,114403442.31,76176541.41,
